Entry ID,Accession Code Combinations
4DEP,"[('Q9NPH3', 'P14778'), ('Q9NPH3', 'P01584'), ('P14778', 'P01584')]"
4DOH,"[('Q6UXL0', 'Q9UHF4'), ('Q6UXL0', 'Q9NYY1'), ('Q9UHF4', 'Q9NYY1')]"
4DRB,"[('Q8N2Z9', 'Q8IYD8'), ('Q8N2Z9', 'A8MT69'), ('Q8IYD8', 'A8MT69')]"
4E+041,"[('P01903', 'P01911'), ('P01903', 'P60174'), ('P01911', 'P60174')]"
4E+045,"[('Q8N2Z9', 'Q8IYD8'), ('Q8N2Z9', 'A8MT69'), ('Q8IYD8', 'A8MT69')]"
4EUP,"[('Q16655', 'P61769'), ('Q16655', 'P04439'), ('P61769', 'P04439')]"
4EXT,"[('Q9UI95', 'O60673'), ('Q9UI95', 'Q9UBZ9'), ('O60673', 'Q9UBZ9')]"
4F52,"[('Q92990', 'P62877'), ('Q92990', 'Q13616'), ('P62877', 'Q13616')]"
4FAO,"[('Q9UK05', 'Q13705'), ('Q9UK05', 'P37023'), ('Q13705', 'P37023')]"
4FTG,"[('P07355', 'Q09666'), ('P07355', 'P60903'), ('Q09666', 'P60903')]"
4GDK,"[('Q9H1Y0', 'O94817'), ('Q9H1Y0', 'Q676U5'), ('O94817', 'Q676U5')]"
4GDL,"[('Q9H1Y0', 'O94817'), ('Q9H1Y0', 'Q676U5'), ('O94817', 'Q676U5')]"
4GK0,"[('Q9UI95', 'O60673'), ('Q9UI95', 'Q9UBZ9'), ('O60673', 'Q9UBZ9')]"
4GQB,"[('P62805', 'O14744'), ('P62805', 'Q9BQA1'), ('O14744', 'Q9BQA1')]"
4GUR,"[('P84243', 'Q49A26'), ('P84243', 'Q8NB78'), ('Q49A26', 'Q8NB78')]"
4GUS,"[('P84243', 'Q49A26'), ('P84243', 'Q8NB78'), ('Q49A26', 'Q8NB78')]"
4H9N,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4H9O,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4H9P,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4H9Q,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4H9R,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4H9S,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4HDQ,"[('P61224', 'O00522'), ('P61224', 'Q9ULI3'), ('O00522', 'Q9ULI3')]"
4HGA,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
4HMY,"[('Q96PC3', 'Q10567'), ('Q96PC3', 'P84077'), ('Q10567', 'P84077')]"
4HX1,"[('P61769', 'P40126'), ('P61769', 'P04439'), ('P40126', 'P04439')]"
4IMY,"[('P50750', 'Q9UHB7'), ('P50750', 'O60563'), ('Q9UHB7', 'O60563')]"
4IS6,"[('P40967', 'P01903'), ('P40967', 'P01911'), ('P01903', 'P01911')]"
4JPZ,"[('P0DP23', 'Q99250'), ('P0DP23', 'Q92913'), ('Q99250', 'Q92913')]"
4JQ0,"[('P0DP23', 'P61328'), ('P0DP23', 'Q14524'), ('P61328', 'Q14524')]"
4K24,"[('P00749', 'Q03405'), ('P00749', 'P04004'), ('Q03405', 'P04004')]"
4K71,"[('P55899', 'P61769'), ('P55899', 'P02768'), ('P61769', 'P02768')]"
4KNG,"[('Q2MKA7', 'O75473'), ('Q2MKA7', 'Q68DV7'), ('O75473', 'Q68DV7')]"
4L3E,"[('Q16655', 'P61769'), ('Q16655', 'P04439'), ('P61769', 'P04439')]"
4L4T,"[('Q95460', 'P01850'), ('Q95460', 'P61769'), ('P01850', 'P61769')]"
4LAC,"[('P67775', 'P30153'), ('P67775', 'Q15257'), ('P30153', 'Q15257')]"
4MCY,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
4MCZ,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
4MD0,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
4MD4,"[('P01903', 'P16112'), ('P01903', 'P01911'), ('P16112', 'P01911')]"
4MD5,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
4MDI,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
4MDJ,"[('P01903', 'P01911'), ('P01903', 'P08670'), ('P01911', 'P08670')]"
4MMX,"[('P05106', 'P06756'), ('P05106', 'P02751'), ('P06756', 'P02751')]"
4MMY,"[('P05106', 'P06756'), ('P05106', 'P02751'), ('P06756', 'P02751')]"
4MMZ,"[('P05106', 'P06756'), ('P05106', 'P02751'), ('P06756', 'P02751')]"
4MQW,"[('P01215', 'P01225'), ('P01215', 'P23945'), ('P01225', 'P23945')]"
4MXW,"[('P01374', 'Q06643'), ('P01374', 'P36941'), ('Q06643', 'P36941')]"
4N0F,"[('P55899', 'P61769'), ('P55899', 'P02768'), ('P61769', 'P02768')]"
4N8V,"[('P43631', 'P61769'), ('P43631', 'P04439'), ('P61769', 'P04439')]"
4NKQ,"[('P15509', 'P04141'), ('P15509', 'P32927'), ('P04141', 'P32927')]"
4NM5,"[('P49841', 'O75581'), ('P49841', 'O15169'), ('O75581', 'O15169')]"
4NM7,"[('P49841', 'O75581'), ('P49841', 'O15169'), ('O75581', 'O15169')]"
4NNX,"[('P61769', 'Q9BZL6'), ('P61769', 'P04439'), ('Q9BZL6', 'P04439')]"
4NNY,"[('P61769', 'Q9BZL6'), ('P61769', 'P04439'), ('Q9BZL6', 'P04439')]"
4NO2,"[('P61769', 'P04439'), ('P61769', 'P33241'), ('P04439', 'P33241')]"
4NO3,"[('P61769', 'Q01433'), ('P61769', 'P04439'), ('Q01433', 'P04439')]"
4NO5,"[('P61769', 'Q01433'), ('P61769', 'P04439'), ('Q01433', 'P04439')]"
4NQA,"[('P19793', 'P55055'), ('P19793', 'Q15596'), ('P55055', 'Q15596')]"
4O2C,"[('P61769', 'O00571'), ('P61769', 'P01889'), ('O00571', 'P01889')]"
4O2E,"[('P61769', 'O00571'), ('P61769', 'P01889'), ('O00571', 'P01889')]"
4O2F,"[('P61769', 'O00571'), ('P61769', 'P01889'), ('O00571', 'P01889')]"
4OGR,"[('P50750', 'Q9UHB7'), ('P50750', 'O60563'), ('Q9UHB7', 'O60563')]"
4OGX,"[('S6C4R2', 'Q7Z3Y4'), ('S6C4R2', 'P03952'), ('Q7Z3Y4', 'P03952')]"
4OGY,"[('S6C4R2', 'Q7Z3Y4'), ('S6C4R2', 'P03952'), ('Q7Z3Y4', 'P03952')]"
4OQT,"[('Q96FE5', 'Q6PIL8'), ('Q96FE5', 'S6B291'), ('Q6PIL8', 'S6B291')]"
4OR5,"[('P50750', 'Q9UHB7'), ('P50750', 'O60563'), ('Q9UHB7', 'O60563')]"
4ORH,"[('Q15819', 'P61088'), ('Q15819', 'O76064'), ('P61088', 'O76064')]"
4OV5,"[('P01903', 'P01911'), ('P01903', 'P04439'), ('P01911', 'P04439')]"
4OWT,"[('Q9NRY2', 'Q68E01'), ('Q9NRY2', 'Q9BQ15'), ('Q68E01', 'Q9BQ15')]"
4OWW,"[('Q9NRY2', 'Q68E01'), ('Q9NRY2', 'Q9BQ15'), ('Q68E01', 'Q9BQ15')]"
4P4H,"[('O95786', 'Q7Z434'), ('O95786', 'P62987'), ('Q7Z434', 'P62987')]"
4P6Z,"[('Q10589', 'Q10567'), ('Q10589', 'P61966'), ('Q10567', 'P61966')]"
4Q9U,"[('Q9UJ41', 'P20339'), ('Q9UJ41', 'Q15276'), ('P20339', 'Q15276')]"
4QOK,"[('Q16655', 'P61769'), ('Q16655', 'P04439'), ('P61769', 'P04439')]"
4R2G,"[('P0DOX5', 'P0DOY3'), ('P0DOX5', 'P01730'), ('P0DOY3', 'P01730')]"
4R3Z,"[('P54136', 'P47897'), ('P54136', 'Q12904'), ('P47897', 'Q12904')]"
4R8P,"[('P35226', ' P61077'), ('P35226', 'Q99496'), (' P61077', 'Q99496')]"
4RER,"[('P54619', 'Q13131'), ('P54619', 'O43741'), ('Q13131', 'O43741')]"
4REW,"[('P54619', 'Q13131'), ('P54619', 'O43741'), ('Q13131', 'O43741')]"
4S3O,"[('P61077', 'Q86SE9'), ('P61077', 'Q99496'), ('Q86SE9', 'Q99496')]"
4TXR,"[('Q7LBR1', 'Q9NZZ3'), ('Q7LBR1', 'Q9NP79'), ('Q9NZZ3', 'Q9NP79')]"
4U7T,"[('P84243', 'Q9UJW3'), ('P84243', 'Q9Y6K1'), ('Q9UJW3', 'Q9Y6K1')]"
4UEL,"[('P0CG47', 'Q16186'), ('P0CG47', 'Q9Y5K5'), ('Q16186', 'Q9Y5K5')]"
4UF6,"[('P0CG47', 'Q6P4R8'), ('P0CG47', 'Q9Y5K5'), ('Q6P4R8', 'Q9Y5K5')]"
4UFS,"[('O75473', 'Q9ULT6'), ('O75473', 'Q8BFU0'), ('Q9ULT6', 'Q8BFU0')]"
4UI2,"[('P12643', 'Q92859'), ('P12643', 'Q6NW40'), ('Q92859', 'Q6NW40')]"
4UIS,"[('P49768', 'D9IEF7'), ('P49768', 'Q92542'), ('D9IEF7', 'Q92542')]"
4UJ3,"[('P62491', 'Q96QF0'), ('P62491', 'O75154'), ('Q96QF0', 'O75154')]"
4UJ4,"[('P62491', 'Q96QF0'), ('P62491', 'O75154'), ('Q96QF0', 'O75154')]"
4UM9,"[('P06756', 'P18564'), ('P06756', 'P10600'), ('P18564', 'P10600')]"
4V3K,"[('Q9H0F5', 'P0CG48'), ('Q9H0F5', 'P62837'), ('P0CG48', 'P62837')]"
4V3L,"[('Q9H0F5', 'P0CG48'), ('Q9H0F5', 'P62837'), ('P0CG48', 'P62837')]"
4W9C,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9D,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9E,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9F,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9G,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9H,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9I,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9J,"[('Q15370', 'P40337'), ('Q15370', 'Q15369'), ('P40337', 'Q15369')]"
4W9K,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4W9L,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
4WHV,"[('P61088', 'O76064'), ('P61088', 'P0CG47'), ('O76064', 'P0CG47')]"
4WJ5,"[('Q16655', 'P61769'), ('Q16655', 'P04439'), ('P61769', 'P04439')]"
4WJG,"[('P00738', 'P69905'), ('P00738', 'P68871'), ('P69905', 'P68871')]"
4WUU,"[('P61769', 'P04439'), ('P61769', 'P19544'), ('P04439', 'P19544')]"
4WY4,"[('O95721', 'Q9BV40'), ('O95721', 'P56962'), ('Q9BV40', 'P56962')]"
4X0L,"[('P00738', 'P69905'), ('P00738', 'P68871'), ('P69905', 'P68871')]"
4X5W,"[('P01903', 'P01911'), ('P01903', 'P04233'), ('P01911', 'P04233')]"
4XSS,"[('P06213', 'P05019'), ('P06213', 'P08069'), ('P05019', 'P08069')]"
4XXD,"[('P05067', 'P01834'), ('P05067', 'P01857'), ('P01834', 'P01857')]"
4Y19,"[('P01903', 'P01308'), ('P01903', 'P01911'), ('P01308', 'P01911')]"
4Y1A,"[('P01903', 'P01308'), ('P01903', 'P01911'), ('P01308', 'P01911')]"
4Y72,"[('P33552', 'P06493'), ('P33552', 'P14635'), ('P06493', 'P14635')]"
4Y99,"[('P63316', 'P45379'), ('P63316', 'P19429'), ('P45379', 'P19429')]"
4YC3,"[('P33552', 'P06493'), ('P33552', 'P14635'), ('P06493', 'P14635')]"
4Z2M,"[('Q9Y5B9', 'P68431'), ('Q9Y5B9', 'P62805'), ('P68431', 'P62805')]"
4ZHX,"[('Q9Y478', 'P54619'), ('Q9Y478', 'P54646'), ('P54619', 'P54646')]"
4ZO1,"[('P19793', 'P10828'), ('P19793', 'Q15596'), ('P10828', 'Q15596')]"
5,"[('Q76R61', 'P61769'), ('Q76R61', 'P04439'), ('P61769', 'P04439')]"
5AGX,"[('O43521', 'P10415'), ('O43521', ' Q07817'), ('P10415', ' Q07817')]"
5ANR,"[('Q9NRA8', 'P26196'), ('Q9NRA8', 'A5YKK6'), ('P26196', 'A5YKK6')]"
5BNV,"[('P84243', 'P49736'), ('P84243', 'P62805'), ('P49736', 'P62805')]"
5BO4,"[('O14508', 'Q15370'), ('O14508', 'Q15369'), ('Q15370', 'Q15369')]"
5C0D,"[('P61769', 'P01308'), ('P61769', 'P04439'), ('P01308', 'P04439')]"
5C7K,"[('P01834', 'S6B291'), ('P01834', 'P01857'), ('S6B291', 'P01857')]"
5CBA,"[('P01704', 'A0A0B4J2H0'), ('P01704', 'O43927'), ('A0A0B4J2H0', 'O43927')]"
5CBE,"[('P01704', 'A0A0B4J2H0'), ('P01704', 'O43927'), ('A0A0B4J2H0', 'O43927')]"
5CVN,"[('P62068', 'Q8TAF3'), ('P62068', 'P0CG47'), ('Q8TAF3', 'P0CG47')]"
5CVO,"[('P62068', 'Q8TAF3'), ('P62068', 'P0CG47'), ('Q8TAF3', 'P0CG47')]"
5D0K,"[('Q6ZSG1', 'P62837'), ('Q6ZSG1', 'P0CG47'), ('P62837', 'P0CG47')]"
5D0M,"[('Q6ZSG1', 'P62837'), ('Q6ZSG1', 'P0CG47'), ('P62837', 'P0CG47')]"
5DEF,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5DEG,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5DIS,"[('O14980', 'P62826'), ('O14980', 'O95149'), ('P62826', 'O95149')]"
5E4E,"[('P78552', 'P24394'), ('P78552', 'P35225'), ('P24394', 'P35225')]"
5E6I,"[('K7N5M3', 'P04439'), ('K7N5M3', 'P61769'), ('P04439', 'P61769')]"
5EDV,"[('Q96EP0', 'P62837'), ('Q96EP0', 'P0CG47'), ('P62837', 'P0CG47')]"
5EU3,"[('P40967', 'P61769'), ('P40967', 'P04439'), ('P61769', 'P04439')]"
5EYA,"[('Q14258', 'P61088'), ('Q14258', 'P0CG47'), ('P61088', 'P0CG47')]"
5F0J,"[('O75436', 'Q96QK1'), ('O75436', 'O60493'), ('Q96QK1', 'O60493')]"
5F6L,"[('Q15291', 'Q9UBL3'), ('Q15291', 'Q03164'), ('Q9UBL3', 'Q03164')]"
5FA5,"[('P62805', 'Q9BQA1'), ('P62805', 'O14744'), ('Q9BQA1', 'O14744')]"
5FFO,"[('P06756', 'P18564'), ('P06756', 'P01137'), ('P18564', 'P01137')]"
5FQD,"[('Q96SW2', 'Q16531'), ('Q96SW2', 'P48729'), ('Q16531', 'P48729')]"
5FU6,"[('O75175', 'Q9NZN8'), ('O75175', 'A5YKK6'), ('Q9NZN8', 'A5YKK6')]"
5FU7,"[('O75175', 'Q9NZN8'), ('O75175', 'A5YKK6'), ('Q9NZN8', 'A5YKK6')]"
5FUG,"[('Q15906', 'P06899'), ('Q15906', 'P0C0S5'), ('P06899', 'P0C0S5')]"
5FWK,"[('P11802', 'P08238'), ('P11802', 'Q16543'), ('P08238', 'Q16543')]"
5FWL,"[('P11802', 'P08238'), ('P11802', 'Q16543'), ('P08238', 'Q16543')]"
5FWM,"[('P11802', 'P08238'), ('P11802', 'Q16543'), ('P08238', 'Q16543')]"
5FWP,"[('P11802', 'P08238'), ('P11802', 'Q16543'), ('P08238', 'Q16543')]"
5FWW,"[('Q96MU8', 'O75581'), ('Q96MU8', 'O94907'), ('O75581', 'O94907')]"
5H64,"[('Q8N122', 'Q9BVC4'), ('Q8N122', 'P42345'), ('Q9BVC4', 'P42345')]"
5H6Q,"[('P68431', 'Q9UKL0'), ('P68431', 'O60341'), ('Q9UKL0', 'O60341')]"
5H6R,"[('P68431', 'Q9UKL0'), ('P68431', 'O60341'), ('Q9UKL0', 'O60341')]"
5H7S,"[('Q8TBB1', 'P61088'), ('Q8TBB1', 'P0CG47'), ('P61088', 'P0CG47')]"
5HE1,"[('P25098', 'P59768'), ('P25098', 'P62873'), ('P59768', 'P62873')]"
5HPT,"[('Q9H0M0', 'P68036'), ('Q9H0M0', 'P62987'), ('P68036', 'P62987')]"
5HQ0,"[('P33552', 'P06493'), ('P33552', 'P14635'), ('P06493', 'P14635')]"
5HU6,"[('P00738', 'P69905'), ('P00738', 'P68871'), ('P69905', 'P68871')]"
5HXB,"[('Q96SW2', 'Q16531'), ('Q96SW2', 'P15170'), ('Q16531', 'P15170')]"
5IB1,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5IB2,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5IB3,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5IB4,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5IB5,"[('P61769', 'P32241'), ('P61769', 'P01889'), ('P32241', 'P01889')]"
5IBK,"[('P63208', 'Q969H0'), ('P63208', 'P0CG47'), ('Q969H0', 'P0CG47')]"
5IEH,"[('P61769', 'P01889'), ('P61769', 'Q9NQS7'), ('P01889', 'Q9NQS7')]"
5IEK,"[('P61769', 'P01889'), ('P61769', 'Q9NQS7'), ('P01889', 'Q9NQS7')]"
5ISO,"[('Q9Y478', 'P54619'), ('Q9Y478', 'P54646'), ('P54619', 'P54646')]"
5J11,"[('P16871', 'Q969D9'), ('P16871', 'Q9HC73'), ('Q969D9', 'Q9HC73')]"
5JI0,"[('P19793', 'Q15788'), ('P19793', 'P37231'), ('Q15788', 'P37231')]"
5JK7,"[('P13051', 'Q9Y4B6'), ('P13051', 'Q16531'), ('Q9Y4B6', 'Q16531')]"
5JLZ,"[('P01903', 'P06733'), ('P01903', 'P01911'), ('P06733', 'P01911')]"
5K1C,"[('Q8TAF3', 'O75317'), ('Q8TAF3', 'Q8TBZ3'), ('O75317', 'Q8TBZ3')]"
5KDM,"[('P84243', 'Q9UER7'), ('P84243', 'P62805'), ('Q9UER7', 'P62805')]"
5KKL,"[(' G0RYC6', ' P68431'), (' G0RYC6', 'G0SDW4'), (' P68431', 'G0SDW4')]"
5KNM,"[('Q8NHL6', 'P61769'), ('Q8NHL6', 'P30511'), ('P61769', 'P30511')]"
5KSU,"[('P01909', 'Q5Y7D3'), ('P01909', 'P04233'), ('Q5Y7D3', 'P04233')]"
5KSV,"[('P01909', 'Q5Y7D3'), ('P01909', 'P04233'), ('Q5Y7D3', 'P04233')]"
5KYU,"[('Q15436', 'Q5JRA6'), ('Q15436', 'O94855'), ('Q5JRA6', 'O94855')]"
5KYW,"[('Q15436', 'Q5JRA6'), ('Q15436', 'O94855'), ('Q5JRA6', 'O94855')]"
5KZ5,"[('Q9Y697', 'Q16595'), ('Q9Y697', 'Q9H1K1'), ('Q16595', 'Q9H1K1')]"
5L1Z,"[('P50750', 'Q9UHB7'), ('P50750', 'O60563'), ('Q9UHB7', 'O60563')]"
5L8W,"[('Q8TAF3', 'O75317'), ('Q8TAF3', 'P0CG47'), ('O75317', 'P0CG47')]"
5LAX,"[('P01903', 'P06733'), ('P01903', 'P01911'), ('P06733', 'P01911')]"
5LLI,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5LQF,"[('P33552', 'P06493'), ('P33552', 'P14635'), ('P06493', 'P14635')]"
5M5E,"[('P14784', 'P60568'), ('P14784', 'P31785'), ('P60568', 'P31785')]"
5MEO,"[('P61769', 'O14746'), ('P61769', 'P04439'), ('O14746', 'P04439')]"
5MEP,"[('P61769', 'O14746'), ('P61769', 'P04439'), ('O14746', 'P04439')]"
5MEQ,"[('P61769', 'O14746'), ('P61769', 'P04439'), ('O14746', 'P04439')]"
5MER,"[('P61769', 'O14746'), ('P61769', 'P04439'), ('O14746', 'P04439')]"
5MZV,"[('Q5VWK5', 'P29460'), ('Q5VWK5', 'Q9NPF7'), ('P29460', 'Q9NPF7')]"
5N9G,"[('Q9HAW0', 'P20226'), ('Q9HAW0', 'A6H8Y1'), ('P20226', 'A6H8Y1')]"
5NAN,"[('Q96F46', 'Q96PD4'), ('Q96F46', 'Q16552'), ('Q96PD4', 'Q16552')]"
5NI9,"[('P01903', 'P06733'), ('P01903', 'P01911'), ('P06733', 'P01911')]"
5NIG,"[('P01903', 'P06733'), ('P01903', 'P01911'), ('P06733', 'P01911')]"
5NVV,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NVW,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NVX,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NVY,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NVZ,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NW0,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NW1,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5NW2,"[('P40337', 'Q15370'), ('P40337', 'Q15369'), ('Q15370', 'Q15369')]"
5O32,"[('P05156', 'P08603'), ('P05156', 'P01024'), ('P08603', 'P01024')]"
5OO6,"[('Q09161', 'P52298'), ('Q09161', 'Q9BXP5'), ('P52298', 'Q9BXP5')]"
5OOB,"[('Q09161', 'L9KL62'), ('Q09161', 'P52298'), ('L9KL62', 'P52298')]"
5SVE,"[('O95644', 'P63098'), ('O95644', 'Q08209'), ('P63098', 'Q08209')]"
5T5W,"[('Q08334', 'Q8IZI9'), ('Q08334', 'Q8IU57'), ('Q8IZI9', 'Q8IU57')]"
5T6Z,"[('P61769', 'P01889'), ('P61769', 'P43629'), ('P01889', 'P43629')]"
5T70,"[('P61769', 'P01889'), ('P61769', 'P43629'), ('P01889', 'P43629')]"
5TBY,"[('P10916', 'P12883'), ('P10916', 'P08590'), ('P12883', 'P08590')]"
5TUV,"[('P28749', 'Q14186'), ('P28749', 'Q15329'), ('Q14186', 'Q15329')]"
5U98,"[('O00267', 'P61769'), ('O00267', 'P01889'), ('P61769', 'P01889')]"
5UAN,"[('P19793', 'P10826'), ('P19793', 'Q15596'), ('P10826', 'Q15596')]"
5UDH,"[('P68036', 'P0CG48'), ('P68036', 'Q9Y4X5'), ('P0CG48', 'Q9Y4X5')]"
5UJ7,"[('O43929', 'Q13415'), ('O43929', 'O43913'), ('Q13415', 'O43913')]"
5UKK,"[('P25098', 'P59768'), ('P25098', 'P62873'), ('P59768', 'P62873')]"
5UKL,"[('P25098', 'P59768'), ('P25098', 'P62873'), ('P59768', 'P62873')]"
5ULH,"[('Q6ZSG1', 'P62837'), ('Q6ZSG1', 'P0CG47'), ('P62837', 'P0CG47')]"
5ULK,"[('Q6ZSG1', 'P62837'), ('Q6ZSG1', 'P0CG47'), ('P62837', 'P0CG47')]"
5UQ3,"[('P24941', 'P46527'), ('P24941', 'Q5MJ70'), ('P46527', 'Q5MJ70')]"
5UTZ,"[('Q6IPQ0', 'P60568'), ('Q6IPQ0', 'Q6GMX6'), ('P60568', 'Q6GMX6')]"
5V1Y,"[('P0CG47', 'Q99460'), ('P0CG47', 'Q16186'), ('Q99460', 'Q16186')]"
5V1Z,"[('P0CG47', 'Q99460'), ('P0CG47', 'Q16186'), ('Q99460', 'Q16186')]"
5V4B,"[('Q9NRI5', 'P63208'), ('Q9NRI5', 'Q969H0'), ('P63208', 'Q969H0')]"
5VEB,"[('P01834', 'S6B291'), ('P01834', 'P55285'), ('S6B291', 'P55285')]"
5VGE,"[('P61769', 'P10321'), ('P61769', 'P68431'), ('P10321', 'P68431')]"
5VIY,"[('Q8TCD0', 'P01834'), ('Q8TCD0', 'S6B291'), ('P01834', 'S6B291')]"
5VZ5,"[('Q9UM73', 'P61769'), ('Q9UM73', 'P01889'), ('P61769', 'P01889')]"
5VZU,"[('P63208', 'Q5XUX0'), ('P63208', 'P24385'), ('Q5XUX0', 'P24385')]"
5VZW,"[('P36406', 'P62837'), ('P36406', 'P0CG47'), ('P62837', 'P0CG47')]"
5VZY,"[('P0DOX5', 'P05067'), ('P0DOX5', 'Q0KKI6'), ('P05067', 'Q0KKI6')]"
5W1W,"[('P61769', 'P13747'), ('P61769', 'P04439'), ('P13747', 'P04439')]"
5W21,"[('P11362', 'Q9GZV9'), ('P11362', 'Q9UEF7'), ('Q9GZV9', 'Q9UEF7')]"
5WAI,"[('Q6ZN18', 'Q09028'), ('Q6ZN18', 'Q15022'), ('Q09028', 'Q15022')]"
5WBU,"[('Q96B36', 'Q9BVC4'), ('Q96B36', 'P42345'), ('Q9BVC4', 'P42345')]"
5WBY,"[('Q96B36', 'Q9BVC4'), ('Q96B36', 'P42345'), ('Q9BVC4', 'P42345')]"
5WKO,"[('Q6N089', ' Q9UL78'), ('Q6N089', 'Q6P5S8'), (' Q9UL78', 'Q6P5S8')]"
5WKP,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
5WLW,"[('Q9Y697', 'Q9HD34'), ('Q9Y697', 'Q9H1K1'), ('Q9HD34', 'Q9H1K1')]"
5WVO,"[('P62979', 'P68431'), ('P62979', 'P26358'), ('P68431', 'P26358')]"
5X60,"[('P68431', 'Q9UKL0'), ('P68431', 'O60341'), ('Q9UKL0', 'O60341')]"
5XAU,"[('P07942', 'P11047'), ('P07942', 'O15230'), ('P11047', 'O15230')]"
5XYF,"[('Q9BSI4', 'Q96AP0'), ('Q9BSI4', 'Q15554'), ('Q96AP0', 'Q15554')]"
5Y3R,"[('P12956', 'P78527'), ('P12956', 'P13010'), ('P78527', 'P13010')]"
5Z12,"[('P19793', 'Q96RI1'), ('P19793', 'Q15596'), ('Q96RI1', 'Q15596')]"
5ZBU,"[('O43567', 'P62837'), ('O43567', 'P0CG47'), ('P62837', 'P0CG47')]"
6A5Y,"[('P19793', 'Q15788'), ('P19793', 'Q96RI1'), ('Q15788', 'Q96RI1')]"
6A5Z,"[('P19793', 'Q15788'), ('P19793', 'Q96RI1'), ('Q15788', 'Q96RI1')]"
6A60,"[('P19793', 'Q15788'), ('P19793', 'Q96RI1'), ('Q15788', 'Q96RI1')]"
6AL5,"[('P15391', 'A8K008'), ('P15391', 'Q6P5S8'), ('A8K008', 'Q6P5S8')]"
6ARU,"[('P0DOX5', 'Q8TCD0'), ('P0DOX5', 'P00533'), ('Q8TCD0', 'P00533')]"
6AT5,"[('P61769', 'P78358'), ('P61769', 'P01889'), ('P78358', 'P01889')]"
6AT9,"[('Q9UM73', 'P61769'), ('Q9UM73', 'P04439'), ('P61769', 'P04439')]"
6ATH,"[('P24941', 'P46527'), ('P24941', 'P20248'), ('P46527', 'P20248')]"
6ATI,"[('P01903', 'P08670'), ('P01903', 'A0A0A1I7H6'), ('P08670', 'A0A0A1I7H6')]"
6ATZ,"[('P01903', 'P02675'), ('P01903', 'A0A0A1I7H6'), ('P02675', 'A0A0A1I7H6')]"
